,Date,Year,Month,Holiday,Weekday,WorkingDay,WeatherSituation,Casual,Registered,Total
126,2011-05-07,2011,May,FALSE,Sat,FALSE,Sunny,1612,3102,4714
127,2011-05-08,2011,May,FALSE,Sun,FALSE,Sunny,1401,2932,4333
128,2011-05-09,2011,May,FALSE,Mon,TRUE,Sunny,664,3698,4362
129,2011-05-10,2011,May,FALSE,Tues,TRUE,Sunny,694,4109,4803
130,2011-05-11,2011,May,FALSE,Wed,TRUE,Sunny,550,3632,4182
131,2011-05-12,2011,May,FALSE,Thur,TRUE,Sunny,695,4169,4864
132,2011-05-13,2011,May,FALSE,Fri,TRUE,Cloudy,692,3413,4105
133,2011-05-14,2011,May,FALSE,Sat,FALSE,Cloudy,902,2507,3409
134,2011-05-15,2011,May,FALSE,Sun,FALSE,Cloudy,1582,2971,4553
135,2011-05-16,2011,May,FALSE,Mon,TRUE,Sunny,773,3185,3958
136,2011-05-17,2011,May,FALSE,Tues,TRUE,Cloudy,678,3445,4123
137,2011-05-18,2011,May,FALSE,Wed,TRUE,Cloudy,536,3319,3855
138,2011-05-19,2011,May,FALSE,Thur,TRUE,Cloudy,735,3840,4575
139,2011-05-20,2011,May,FALSE,Fri,TRUE,Sunny,909,4008,4917
140,2011-05-21,2011,May,FALSE,Sat,FALSE,Sunny,2258,3547,5805
141,2011-05-22,2011,May,FALSE,Sun,FALSE,Sunny,1576,3084,4660
142,2011-05-23,2011,May,FALSE,Mon,TRUE,Cloudy,836,3438,4274
143,2011-05-24,2011,May,FALSE,Tues,TRUE,Cloudy,659,3833,4492
144,2011-05-25,2011,May,FALSE,Wed,TRUE,Sunny,740,4238,4978
145,2011-05-26,2011,May,FALSE,Thur,TRUE,Sunny,758,3919,4677
146,2011-05-27,2011,May,FALSE,Fri,TRUE,Sunny,871,3808,4679
147,2011-05-28,2011,May,FALSE,Sat,FALSE,Sunny,2001,2757,4758
148,2011-05-29,2011,May,FALSE,Sun,FALSE,Sunny,2355,2433,4788
149,2011-05-30,2011,May,TRUE,Mon,FALSE,Sunny,1549,2549,4098
150,2011-05-31,2011,May,FALSE,Tues,TRUE,Sunny,673,3309,3982
151,2011-06-01,2011,June,FALSE,Wed,TRUE,Cloudy,513,3461,3974
152,2011-06-02,2011,June,FALSE,Thur,TRUE,Sunny,736,4232,4968
153,2011-06-03,2011,June,FALSE,Fri,TRUE,Sunny,898,4414,5312
154,2011-06-04,2011,June,FALSE,Sat,FALSE,Sunny,1869,3473,5342
155,2011-06-05,2011,June,FALSE,Sun,FALSE,Cloudy,1685,3221,4906
156,2011-06-06,2011,June,FALSE,Mon,TRUE,Sunny,673,3875,4548
157,2011-06-07,2011,June,FALSE,Tues,TRUE,Sunny,763,4070,4833
158,2011-06-08,2011,June,FALSE,Wed,TRUE,Sunny,676,3725,4401
159,2011-06-09,2011,June,FALSE,Thur,TRUE,Cloudy,563,3352,3915
160,2011-06-10,2011,June,FALSE,Fri,TRUE,Sunny,815,3771,4586
161,2011-06-11,2011,June,FALSE,Sat,FALSE,Sunny,1729,3237,4966
162,2011-06-12,2011,June,FALSE,Sun,FALSE,Sunny,1467,2993,4460
163,2011-06-13,2011,June,FALSE,Mon,TRUE,Sunny,863,4157,5020
164,2011-06-14,2011,June,FALSE,Tues,TRUE,Sunny,727,4164,4891
165,2011-06-15,2011,June,FALSE,Wed,TRUE,Sunny,769,4411,5180
166,2011-06-16,2011,June,FALSE,Thur,TRUE,Cloudy,545,3222,3767
167,2011-06-17,2011,June,FALSE,Fri,TRUE,Sunny,863,3981,4844
168,2011-06-18,2011,June,FALSE,Sat,FALSE,Sunny,1807,3312,5119
169,2011-06-19,2011,June,FALSE,Sun,FALSE,Cloudy,1639,3105,4744
170,2011-06-20,2011,June,FALSE,Mon,TRUE,Cloudy,699,3311,4010
171,2011-06-21,2011,June,FALSE,Tues,TRUE,Cloudy,774,4061,4835
172,2011-06-22,2011,June,FALSE,Wed,TRUE,Sunny,661,3846,4507
173,2011-06-23,2011,June,FALSE,Thur,TRUE,Cloudy,746,4044,4790
174,2011-06-24,2011,June,FALSE,Fri,TRUE,Sunny,969,4022,4991
175,2011-06-25,2011,June,FALSE,Sat,FALSE,Sunny,1782,3420,5202
176,2011-06-26,2011,June,FALSE,Sun,FALSE,Sunny,1920,3385,5305
177,2011-06-27,2011,June,FALSE,Mon,TRUE,Cloudy,854,3854,4708
178,2011-06-28,2011,June,FALSE,Tues,TRUE,Sunny,732,3916,4648
179,2011-06-29,2011,June,FALSE,Wed,TRUE,Sunny,848,4377,5225
180,2011-06-30,2011,June,FALSE,Thur,TRUE,Sunny,1027,4488,5515
181,2011-07-01,2011,July,FALSE,Fri,TRUE,Sunny,1246,4116,5362
182,2011-07-02,2011,July,FALSE,Sat,FALSE,Sunny,2204,2915,5119
183,2011-07-03,2011,July,FALSE,Sun,FALSE,Cloudy,2282,2367,4649
184,2011-07-04,2011,July,TRUE,Mon,FALSE,Cloudy,3065,2978,6043
185,2011-07-05,2011,July,FALSE,Tues,TRUE,Sunny,1031,3634,4665
186,2011-07-06,2011,July,FALSE,Wed,TRUE,Sunny,784,3845,4629
187,2011-07-07,2011,July,FALSE,Thur,TRUE,Sunny,754,3838,4592
188,2011-07-08,2011,July,FALSE,Fri,TRUE,Cloudy,692,3348,4040
189,2011-07-09,2011,July,FALSE,Sat,FALSE,Sunny,1988,3348,5336
190,2011-07-10,2011,July,FALSE,Sun,FALSE,Sunny,1743,3138,4881
191,2011-07-11,2011,July,FALSE,Mon,TRUE,Sunny,723,3363,4086
192,2011-07-12,2011,July,FALSE,Tues,TRUE,Sunny,662,3596,4258
193,2011-07-13,2011,July,FALSE,Wed,TRUE,Sunny,748,3594,4342
194,2011-07-14,2011,July,FALSE,Thur,TRUE,Sunny,888,4196,5084
195,2011-07-15,2011,July,FALSE,Fri,TRUE,Sunny,1318,4220,5538
196,2011-07-16,2011,July,FALSE,Sat,FALSE,Sunny,2418,3505,5923
197,2011-07-17,2011,July,FALSE,Sun,FALSE,Sunny,2006,3296,5302
198,2011-07-18,2011,July,FALSE,Mon,TRUE,Sunny,841,3617,4458
199,2011-07-19,2011,July,FALSE,Tues,TRUE,Sunny,752,3789,4541
200,2011-07-20,2011,July,FALSE,Wed,TRUE,Sunny,644,3688,4332
201,2011-07-21,2011,July,FALSE,Thur,TRUE,Cloudy,632,3152,3784
202,2011-07-22,2011,July,FALSE,Fri,TRUE,Sunny,562,2825,3387
203,2011-07-23,2011,July,FALSE,Sat,FALSE,Sunny,987,2298,3285
204,2011-07-24,2011,July,FALSE,Sun,FALSE,Sunny,1050,2556,3606
205,2011-07-25,2011,July,FALSE,Mon,TRUE,Sunny,568,3272,3840
206,2011-07-26,2011,July,FALSE,Tues,TRUE,Sunny,750,3840,4590
207,2011-07-27,2011,July,FALSE,Wed,TRUE,Sunny,755,3901,4656
208,2011-07-28,2011,July,FALSE,Thur,TRUE,Sunny,606,3784,4390
209,2011-07-29,2011,July,FALSE,Fri,TRUE,Sunny,670,3176,3846
210,2011-07-30,2011,July,FALSE,Sat,FALSE,Sunny,1559,2916,4475
211,2011-07-31,2011,July,FALSE,Sun,FALSE,Sunny,1524,2778,4302
212,2011-08-01,2011,Aug,FALSE,Mon,TRUE,Sunny,729,3537,4266
213,2011-08-02,2011,Aug,FALSE,Tues,TRUE,Sunny,801,4044,4845
214,2011-08-03,2011,Aug,FALSE,Wed,TRUE,Cloudy,467,3107,3574
215,2011-08-04,2011,Aug,FALSE,Thur,TRUE,Cloudy,799,3777,4576
216,2011-08-05,2011,Aug,FALSE,Fri,TRUE,Sunny,1023,3843,4866
217,2011-08-06,2011,Aug,FALSE,Sat,FALSE,Cloudy,1521,2773,4294
218,2011-08-07,2011,Aug,FALSE,Sun,FALSE,Sunny,1298,2487,3785
219,2011-08-08,2011,Aug,FALSE,Mon,TRUE,Sunny,846,3480,4326
220,2011-08-09,2011,Aug,FALSE,Tues,TRUE,Sunny,907,3695,4602
221,2011-08-10,2011,Aug,FALSE,Wed,TRUE,Sunny,884,3896,4780
222,2011-08-11,2011,Aug,FALSE,Thur,TRUE,Sunny,812,3980,4792
223,2011-08-12,2011,Aug,FALSE,Fri,TRUE,Sunny,1051,3854,4905
224,2011-08-13,2011,Aug,FALSE,Sat,FALSE,Cloudy,1504,2646,4150
225,2011-08-14,2011,Aug,FALSE,Sun,FALSE,Cloudy,1338,2482,3820
226,2011-08-15,2011,Aug,FALSE,Mon,TRUE,Sunny,775,3563,4338
227,2011-08-16,2011,Aug,FALSE,Tues,TRUE,Sunny,721,4004,4725
228,2011-08-17,2011,Aug,FALSE,Wed,TRUE,Sunny,668,4026,4694
229,2011-08-18,2011,Aug,FALSE,Thur,TRUE,Sunny,639,3166,3805
230,2011-08-19,2011,Aug,FALSE,Fri,TRUE,Cloudy,797,3356,4153
231,2011-08-20,2011,Aug,FALSE,Sat,FALSE,Sunny,1914,3277,5191
232,2011-08-21,2011,Aug,FALSE,Sun,FALSE,Sunny,1249,2624,3873
233,2011-08-22,2011,Aug,FALSE,Mon,TRUE,Sunny,833,3925,4758
234,2011-08-23,2011,Aug,FALSE,Tues,TRUE,Sunny,1281,4614,5895
235,2011-08-24,2011,Aug,FALSE,Wed,TRUE,Sunny,949,4181,5130
236,2011-08-25,2011,Aug,FALSE,Thur,TRUE,Cloudy,435,3107,3542
237,2011-08-26,2011,Aug,FALSE,Fri,TRUE,Sunny,768,3893,4661
238,2011-08-27,2011,Aug,FALSE,Sat,FALSE,Cloudy,226,889,1115
239,2011-08-28,2011,Aug,FALSE,Sun,FALSE,Sunny,1415,2919,4334
240,2011-08-29,2011,Aug,FALSE,Mon,TRUE,Sunny,729,3905,4634
241,2011-08-30,2011,Aug,FALSE,Tues,TRUE,Sunny,775,4429,5204
242,2011-08-31,2011,Aug,FALSE,Wed,TRUE,Sunny,688,4370,5058
243,2011-09-01,2011,Sept,FALSE,Thur,TRUE,Sunny,783,4332,5115
244,2011-09-02,2011,Sept,FALSE,Fri,TRUE,Cloudy,875,3852,4727
245,2011-09-03,2011,Sept,FALSE,Sat,FALSE,Sunny,1935,2549,4484
246,2011-09-04,2011,Sept,FALSE,Sun,FALSE,Sunny,2521,2419,4940
247,2011-09-05,2011,Sept,TRUE,Mon,FALSE,Cloudy,1236,2115,3351
248,2011-09-06,2011,Sept,FALSE,Tues,TRUE,Rain/Snow,204,2506,2710
249,2011-09-07,2011,Sept,FALSE,Wed,TRUE,Rain/Snow,118,1878,1996
250,2011-09-08,2011,Sept,FALSE,Thur,TRUE,Rain/Snow,153,1689,1842
251,2011-09-09,2011,Sept,FALSE,Fri,TRUE,Cloudy,417,3127,3544
252,2011-09-10,2011,Sept,FALSE,Sat,FALSE,Sunny,1750,3595,5345
253,2011-09-11,2011,Sept,FALSE,Sun,FALSE,Sunny,1633,3413,5046
254,2011-09-12,2011,Sept,FALSE,Mon,TRUE,Sunny,690,4023,4713
255,2011-09-13,2011,Sept,FALSE,Tues,TRUE,Sunny,701,4062,4763
256,2011-09-14,2011,Sept,FALSE,Wed,TRUE,Sunny,647,4138,4785
257,2011-09-15,2011,Sept,FALSE,Thur,TRUE,Cloudy,428,3231,3659
258,2011-09-16,2011,Sept,FALSE,Fri,TRUE,Cloudy,742,4018,4760
259,2011-09-17,2011,Sept,FALSE,Sat,FALSE,Cloudy,1434,3077,4511
260,2011-09-18,2011,Sept,FALSE,Sun,FALSE,Sunny,1353,2921,4274
261,2011-09-19,2011,Sept,FALSE,Mon,TRUE,Cloudy,691,3848,4539
262,2011-09-20,2011,Sept,FALSE,Tues,TRUE,Cloudy,438,3203,3641
263,2011-09-21,2011,Sept,FALSE,Wed,TRUE,Cloudy,539,3813,4352
264,2011-09-22,2011,Sept,FALSE,Thur,TRUE,Cloudy,555,4240,4795
265,2011-09-23,2011,Sept,FALSE,Fri,TRUE,Cloudy,258,2137,2395
266,2011-09-24,2011,Sept,FALSE,Sat,FALSE,Cloudy,1776,3647,5423
267,2011-09-25,2011,Sept,FALSE,Sun,FALSE,Cloudy,1544,3466,5010
268,2011-09-26,2011,Sept,FALSE,Mon,TRUE,Cloudy,684,3946,4630
269,2011-09-27,2011,Sept,FALSE,Tues,TRUE,Cloudy,477,3643,4120
270,2011-09-28,2011,Sept,FALSE,Wed,TRUE,Cloudy,480,3427,3907
271,2011-09-29,2011,Sept,FALSE,Thur,TRUE,Sunny,653,4186,4839
272,2011-09-30,2011,Sept,FALSE,Fri,TRUE,Sunny,830,4372,5202
273,2011-10-01,2011,Oct,FALSE,Sat,FALSE,Cloudy,480,1949,2429
274,2011-10-02,2011,Oct,FALSE,Sun,FALSE,Cloudy,616,2302,2918
275,2011-10-03,2011,Oct,FALSE,Mon,TRUE,Cloudy,330,3240,3570
276,2011-10-04,2011,Oct,FALSE,Tues,TRUE,Sunny,486,3970,4456
277,2011-10-05,2011,Oct,FALSE,Wed,TRUE,Sunny,559,4267,4826
278,2011-10-06,2011,Oct,FALSE,Thur,TRUE,Sunny,639,4126,4765
279,2011-10-07,2011,Oct,FALSE,Fri,TRUE,Sunny,949,4036,4985
280,2011-10-08,2011,Oct,FALSE,Sat,FALSE,Sunny,2235,3174,5409
281,2011-10-09,2011,Oct,FALSE,Sun,FALSE,Sunny,2397,3114,5511
282,2011-10-10,2011,Oct,TRUE,Mon,FALSE,Sunny,1514,3603,5117
283,2011-10-11,2011,Oct,FALSE,Tues,TRUE,Cloudy,667,3896,4563
284,2011-10-12,2011,Oct,FALSE,Wed,TRUE,Rain/Snow,217,2199,2416
285,2011-10-13,2011,Oct,FALSE,Thur,TRUE,Cloudy,290,2623,2913
286,2011-10-14,2011,Oct,FALSE,Fri,TRUE,Cloudy,529,3115,3644
287,2011-10-15,2011,Oct,FALSE,Sat,FALSE,Sunny,1899,3318,5217
288,2011-10-16,2011,Oct,FALSE,Sun,FALSE,Sunny,1748,3293,5041
289,2011-10-17,2011,Oct,FALSE,Mon,TRUE,Sunny,713,3857,4570
290,2011-10-18,2011,Oct,FALSE,Tues,TRUE,Cloudy,637,4111,4748
291,2011-10-19,2011,Oct,FALSE,Wed,TRUE,Rain/Snow,254,2170,2424
292,2011-10-20,2011,Oct,FALSE,Thur,TRUE,Sunny,471,3724,4195
293,2011-10-21,2011,Oct,FALSE,Fri,TRUE,Sunny,676,3628,4304
294,2011-10-22,2011,Oct,FALSE,Sat,FALSE,Sunny,1499,2809,4308
295,2011-10-23,2011,Oct,FALSE,Sun,FALSE,Sunny,1619,2762,4381
296,2011-10-24,2011,Oct,FALSE,Mon,TRUE,Sunny,699,3488,4187
297,2011-10-25,2011,Oct,FALSE,Tues,TRUE,Sunny,695,3992,4687
298,2011-10-26,2011,Oct,FALSE,Wed,TRUE,Cloudy,404,3490,3894
299,2011-10-27,2011,Oct,FALSE,Thur,TRUE,Cloudy,240,2419,2659
300,2011-10-28,2011,Oct,FALSE,Fri,TRUE,Cloudy,456,3291,3747
301,2011-10-29,2011,Oct,FALSE,Sat,FALSE,Rain/Snow,57,570,627
302,2011-10-30,2011,Oct,FALSE,Sun,FALSE,Sunny,885,2446,3331
303,2011-10-31,2011,Oct,FALSE,Mon,TRUE,Sunny,362,3307,3669
304,2011-11-01,2011,Nov,FALSE,Tues,TRUE,Sunny,410,3658,4068
305,2011-11-02,2011,Nov,FALSE,Wed,TRUE,Sunny,370,3816,4186
306,2011-11-03,2011,Nov,FALSE,Thur,TRUE,Sunny,318,3656,3974
307,2011-11-04,2011,Nov,FALSE,Fri,TRUE,Cloudy,470,3576,4046
308,2011-11-05,2011,Nov,FALSE,Sat,FALSE,Sunny,1156,2770,3926
309,2011-11-06,2011,Nov,FALSE,Sun,FALSE,Sunny,952,2697,3649
310,2011-11-07,2011,Nov,FALSE,Mon,TRUE,Sunny,373,3662,4035
311,2011-11-08,2011,Nov,FALSE,Tues,TRUE,Sunny,376,3829,4205
312,2011-11-09,2011,Nov,FALSE,Wed,TRUE,Sunny,305,3804,4109
313,2011-11-10,2011,Nov,FALSE,Thur,TRUE,Cloudy,190,2743,2933
314,2011-11-11,2011,Nov,TRUE,Fri,FALSE,Sunny,440,2928,3368
315,2011-11-12,2011,Nov,FALSE,Sat,FALSE,Sunny,1275,2792,4067
316,2011-11-13,2011,Nov,FALSE,Sun,FALSE,Sunny,1004,2713,3717
317,2011-11-14,2011,Nov,FALSE,Mon,TRUE,Sunny,595,3891,4486
318,2011-11-15,2011,Nov,FALSE,Tues,TRUE,Cloudy,449,3746,4195
319,2011-11-16,2011,Nov,FALSE,Wed,TRUE,Rain/Snow,145,1672,1817
320,2011-11-17,2011,Nov,FALSE,Thur,TRUE,Cloudy,139,2914,3053
321,2011-11-18,2011,Nov,FALSE,Fri,TRUE,Sunny,245,3147,3392
322,2011-11-19,2011,Nov,FALSE,Sat,FALSE,Sunny,943,2720,3663
323,2011-11-20,2011,Nov,FALSE,Sun,FALSE,Cloudy,787,2733,3520
324,2011-11-21,2011,Nov,FALSE,Mon,TRUE,Rain/Snow,220,2545,2765
325,2011-11-22,2011,Nov,FALSE,Tues,TRUE,Rain/Snow,69,1538,1607
